bmi,gender,is_training,name
31.0011259148,Male,1,img_438.bmp
27.835053481,Male,1,img_439.bmp
54.8714416896,Female,1,img_440.bmp
32.277318641,Female,1,img_441.bmp
35.9892102847,Female,1,img_442.bmp
20.9802571166,Female,1,img_443.bmp
50.1708477509,Female,1,img_444.bmp
25.8455882353,Female,1,img_445.bmp
35.2960526316,Male,1,img_446.bmp
25.5592105263,Male,1,img_447.bmp
33.7153061224,Male,1,img_448.bmp
30.8459183673,Male,1,img_449.bmp
32.2309688581,Male,1,img_450.bmp
24.7813581315,Male,1,img_451.bmp
36.4878892734,Female,1,img_452.bmp
30.4065743945,Female,1,img_453.bmp
30.6634527089,Male,1,img_454.bmp
24.2079889807,Male,1,img_455.bmp
29.0495867769,Female,1,img_456.bmp
28.2426538108,Female,1,img_457.bmp
32.277318641,Female,1,img_458.bmp
25.1763085399,Female,1,img_459.bmp
38.4899821464,Male,1,img_460.bmp
35.2824836342,Male,1,img_461.bmp
27.4058810425,Female,1,img_462.bmp
25.3700155937,Female,1,img_463.bmp
26.9552662722,Female,1,img_464.bmp
23.6274556213,Female,1,img_465.bmp
36.2586788336,Male,1,img_466.bmp
22.3130331283,Male,1,img_467.bmp
37.2926311728,Male,1,img_468.bmp
25.0877700617,Male,1,img_469.bmp
40.4116512346,Male,1,img_470.bmp
26.5794753086,Male,1,img_471.bmp
42.4924444444,Male,1,img_472.bmp
29.9946666667,Male,1,img_473.bmp
38.3063265306,Male,1,img_474.bmp
34.1457142857,Male,1,img_475.bmp
25.4924945185,Male,1,img_476.bmp
23.1210996795,Male,1,img_477.bmp
33.3599537037,Male,1,img_478.bmp
27.2575231481,Male,1,img_479.bmp
35.9797659195,Male,1,img_480.bmp
26.775639754,Male,1,img_481.bmp
51.6911764706,Male,1,img_482.bmp
33.4472318339,Male,1,img_483.bmp
32.4933544932,Male,1,img_484.bmp
21.476294386,Male,1,img_485.bmp
37.7855415211,Female,1,img_486.bmp
24.5606019887,Female,1,img_487.bmp
29.6747919144,Female,1,img_488.bmp
22.7785374554,Female,1,img_489.bmp
36.7434666667,Male,1,img_490.bmp
26.2453333333,Male,1,img_491.bmp
34.4043268221,Male,1,img_492.bmp
28.940978786,Male,1,img_493.bmp
38.9473684211,Male,1,img_494.bmp
27.9934210526,Male,1,img_495.bmp
33.7153061224,Male,1,img_496.bmp
29.9851020408,Male,1,img_497.bmp
50.9891975309,Male,1,img_498.bmp
37.2926311728,Male,1,img_499.bmp
28.0550304558,Male,1,img_500.bmp
23.6252888049,Male,1,img_501.bmp
38.0716127752,Male,1,img_502.bmp
26.4967268399,Male,1,img_503.bmp
44.089532872,Male,1,img_504.bmp
31.1667387543,Male,1,img_505.bmp
44.0731095679,Male,1,img_506.bmp
27.7999614198,Male,1,img_507.bmp
38.8380485632,Female,1,img_508.bmp
24.4303853865,Female,1,img_509.bmp
29.5316110061,Male,1,img_510.bmp
25.8401596303,Male,1,img_511.bmp
32.1394675926,Male,1,img_512.bmp
23.7316743827,Male,1,img_513.bmp
24.36357908,Male,1,img_514.bmp
22.8869985297,Male,1,img_515.bmp
29.950295858,Male,1,img_516.bmp
21.6307692308,Male,1,img_517.bmp
37.5852082869,Male,1,img_518.bmp
25.0568055246,Male,1,img_519.bmp
34.4531075963,Male,1,img_520.bmp
24.4303853865,Male,1,img_521.bmp
39.8326124567,Male,1,img_522.bmp
31.6228373702,Male,1,img_523.bmp
35.8673469388,Male,1,img_524.bmp
24.3897959184,Male,1,img_525.bmp
32.979921186,Male,1,img_526.bmp
26.3839369488,Male,1,img_527.bmp
32.9448223734,Female,1,img_528.bmp
27.6311413454,Female,1,img_529.bmp
38.4899821464,Male,1,img_532.bmp
34.1668319778,Male,1,img_533.bmp
36.7723076923,Female,1,img_534.bmp
30.1166863905,Female,1,img_535.bmp
44.7040863177,Female,1,img_536.bmp
36.4733700643,Female,1,img_537.bmp
42.9525887721,Female,1,img_538.bmp
39.6056338028,Female,1,img_539.bmp
39.4540816327,Male,1,img_540.bmp
25.8244897959,Male,1,img_541.bmp
30.1689189189,Male,1,img_542.bmp
24.3918918919,Male,1,img_543.bmp
57.387755102,Male,1,img_544.bmp
53.0836734694,Male,1,img_545.bmp
38.3682334596,Male,1,img_546.bmp
27.4058810425,Male,1,img_547.bmp
31.2814201183,Female,1,img_548.bmp
22.1299408284,Female,1,img_549.bmp
39.7972972973,Male,1,img_550.bmp
35.9459459459,Male,1,img_551.bmp
37.2348740329,Male,1,img_552.bmp
29.285855981,Male,1,img_553.bmp
51.5810650888,Female,1,img_554.bmp
31.6142011834,Female,1,img_555.bmp
37.4933333333,Male,1,img_556.bmp
28.7448888889,Male,1,img_557.bmp
24.6200554296,Female,1,img_558.bmp
22.1403376165,Female,1,img_559.bmp
40.3466483012,Female,1,img_560.bmp
33.891184573,Female,1,img_561.bmp
34.6948770876,Male,1,img_562.bmp
27.0435353725,Male,1,img_563.bmp
32.8618421053,Male,1,img_564.bmp
30.3059210526,Male,1,img_565.bmp
34.9675605536,Female,1,img_566.bmp
25.0854238754,Female,1,img_567.bmp
24.6767346939,Male,1,img_568.bmp
20.8030612245,Male,1,img_569.bmp
32.7676996725,Female,1,img_570.bmp
28.3396321492,Female,1,img_571.bmp
28.1889062152,Male,1,img_572.bmp
27.5624860771,Male,1,img_573.bmp
30.2680555556,Female,1,img_574.bmp
20.8947222222,Female,1,img_575.bmp
29.7549565605,Female,1,img_576.bmp
22.7077300067,Female,1,img_577.bmp
29.2851414569,Male,1,img_578.bmp
41.8090397924,Female,1,img_580.bmp
31.7748702422,Female,1,img_581.bmp
41.5547006943,Male,1,img_582.bmp
34.2991180334,Male,1,img_583.bmp
25.6827916352,Female,1,img_584.bmp
22.1403376165,Female,1,img_585.bmp
29.7549565605,Male,1,img_586.bmp
25.0568055246,Male,1,img_587.bmp
30.1792929293,Female,1,img_588.bmp
25.983241506,Female,1,img_589.bmp
35.3687111111,Male,1,img_590.bmp
24.1207111111,Male,1,img_591.bmp
36.8445945946,Male,1,img_592.bmp
33.6351351351,Male,1,img_593.bmp
42.214299118,Male,1,img_594.bmp
26.1200975793,Male,1,img_595.bmp
38.4899821464,Male,1,img_596.bmp
32.2144415791,Male,1,img_597.bmp
32.4847721067,Male,1,img_598.bmp
27.3167401806,Male,1,img_599.bmp
35.1843261719,Female,1,img_600.bmp
26.2595214844,Female,1,img_601.bmp
30.1285714286,Male,1,img_602.bmp
26.5418367347,Male,1,img_603.bmp
31.7517089844,Male,1,img_604.bmp
25.5729980469,Male,1,img_605.bmp
40.3466483012,Female,1,img_606.bmp
30.6634527089,Female,1,img_607.bmp
30.3415274911,Male,1,img_608.bmp
25.0647401013,Male,1,img_609.bmp
26.1891891892,Male,1,img_610.bmp
21.6959459459,Male,1,img_611.bmp
40.2341311134,Male,1,img_612.bmp
32.9188345473,Male,1,img_613.bmp
33.2781065089,Female,1,img_614.bmp
25.9569230769,Female,1,img_615.bmp
48.860770773,Female,1,img_616.bmp
32.074985122,Male,1,img_618.bmp
27.8912914104,Male,1,img_619.bmp
68.2029024456,Female,1,img_620.bmp
36.6519752755,Female,1,img_621.bmp
31.5632653061,Male,1,img_622.bmp
22.237755102,Male,1,img_623.bmp
29.6464100346,Male,1,img_624.bmp
24.7813581315,Male,1,img_625.bmp
49.378251821,Female,1,img_626.bmp
22.3116545265,Female,1,img_627.bmp
39.8326124567,Male,1,img_628.bmp
29.9504757785,Male,1,img_629.bmp
35.773964497,Female,1,img_630.bmp
31.6142011834,Female,1,img_631.bmp
29.7566137566,Female,1,img_632.bmp
23.9115646259,Female,1,img_633.bmp
39.5559210526,Male,1,img_634.bmp
29.2105263158,Male,1,img_635.bmp
32.074985122,Male,1,img_636.bmp
27.8912914104,Male,1,img_637.bmp
41.722972973,Male,1,img_638.bmp
26.3175675676,Male,1,img_639.bmp
24.3252595156,Female,1,img_640.bmp
21.740700692,Female,1,img_641.bmp
34.2764497041,Female,1,img_642.bmp
28.2863905325,Female,1,img_643.bmp
32.3125538638,Female,1,img_644.bmp
24.2344153979,Female,1,img_645.bmp
43.8494096681,Female,1,img_646.bmp
36.8021831143,Female,1,img_647.bmp
41.7365491651,Male,1,img_648.bmp
29.6424354866,Male,1,img_649.bmp
35.9936,Male,1,img_650.bmp
27.4951111111,Male,1,img_651.bmp
47.4633487654,Male,1,img_652.bmp
39.3267746914,Male,1,img_653.bmp
30.240933642,Male,1,img_654.bmp
24.8165509259,Male,1,img_655.bmp
56.5269387755,Male,1,img_656.bmp
38.3063265306,Male,1,img_657.bmp
48.5773645546,Female,1,img_658.bmp
36.4733700643,Female,1,img_659.bmp
47.5876923077,Female,1,img_660.bmp
29.2847337278,Female,1,img_661.bmp
32.4134542706,Female,1,img_662.bmp
24.6200554296,Female,1,img_663.bmp
33.891184573,Female,1,img_664.bmp
28.2426538108,Female,1,img_665.bmp
26.7763157895,Male,1,img_666.bmp
21.9078947368,Male,1,img_667.bmp
35.6183148808,Male,1,img_668.bmp
22.0305873522,Male,1,img_669.bmp
40.3466483012,Female,1,img_672.bmp
25.4990817264,Female,1,img_673.bmp
38.211628425,Male,1,img_674.bmp
28.8153263533,Male,1,img_675.bmp
45.462804999,Male,1,img_676.bmp
36.2586788336,Male,1,img_677.bmp
46.1565656566,Male,1,img_678.bmp
29.5337465565,Male,1,img_679.bmp
39.5285467128,Male,1,img_680.bmp
27.365916955,Male,1,img_681.bmp
31.0900104058,Female,1,img_682.bmp
26.517950052,Female,1,img_683.bmp
38.3505256893,Male,1,img_684.bmp
23.7075976989,Male,1,img_685.bmp
32.3537146614,Male,1,img_686.bmp
27.7317554241,Male,1,img_687.bmp
60.5199724518,Male,1,img_688.bmp
38.7327823691,Male,1,img_689.bmp
61.5644970414,Female,1,img_690.bmp
46.5893491124,Female,1,img_691.bmp
43.8494096681,Male,1,img_692.bmp
23.4907551793,Male,1,img_693.bmp
30.1792929293,Female,1,img_694.bmp
24.6921487603,Female,1,img_695.bmp
33.610887574,Female,1,img_696.bmp
26.289704142,Female,1,img_697.bmp
38.0082179931,Male,1,img_698.bmp
28.8862456747,Male,1,img_699.bmp
38.7431111111,Male,1,img_700.bmp
34.9937777778,Male,1,img_701.bmp
38.5135135135,Male,1,img_702.bmp
25.0337837838,Male,1,img_703.bmp
42.564453125,Female,1,img_704.bmp
32.6098632812,Female,1,img_705.bmp
39.3267746914,Male,1,img_706.bmp
30.5121527778,Male,1,img_707.bmp
33.610887574,Female,1,img_708.bmp
26.289704142,Female,1,img_709.bmp
34.2991180334,Male,1,img_710.bmp
25.7243385251,Male,1,img_711.bmp
48.5475607039,Female,1,img_712.bmp
21.924704834,Female,1,img_713.bmp
37.9321563182,Male,1,img_714.bmp
29.285855981,Male,1,img_715.bmp
47.8903546713,Male,1,img_716.bmp
31.9269031142,Male,1,img_717.bmp
33.7153061224,Male,1,img_718.bmp
23.6724489796,Male,1,img_719.bmp
32.9979591837,Male,1,img_720.bmp
28.693877551,Male,1,img_721.bmp
38.2567085757,Male,1,img_722.bmp
